barcode,quantity,action_type,transaction_date,order_number,employee_id,sale_amount,discount,discount_1,discount_2,final_amount,coupon_code,campaign,lens_included,lens_category,model,brand,size,color,
0003072,1,sale,2026-03-18,9361,3,2250,0,450,0,1800,,MultiSale,no,,Cazal,1278,52,002
